Bandit,Reward,Algorithm
3.0,5.421085768010027,EpsilonGreedy
3.0,3.9001246948224835,EpsilonGreedy
3.0,3.1579049289579335,EpsilonGreedy
3.0,4.792310418394559,EpsilonGreedy
3.0,3.076753284304754,EpsilonGreedy
3.0,3.7433137236233507,EpsilonGreedy
3.0,4.156675170819398,EpsilonGreedy
3.0,3.722486903197193,EpsilonGreedy
3.0,2.8554189830700847,EpsilonGreedy
3.0,3.5496114004882084,EpsilonGreedy
3.0,3.4029644657704474,EpsilonGreedy
3.0,2.9681363628987,EpsilonGreedy
3.0,3.609209193523392,EpsilonGreedy
3.0,4.485926157068908,EpsilonGreedy
3.0,5.122406797266592,EpsilonGreedy
3.0,4.708846912691266,EpsilonGreedy
3.0,3.348369599192844,EpsilonGreedy
3.0,5.85193842215244,EpsilonGreedy
3.0,2.0300073074057012,EpsilonGreedy
3.0,5.086447559256112,EpsilonGreedy
3.0,4.426170115880062,EpsilonGreedy
3.0,2.78948955052276,EpsilonGreedy
3.0,4.3007256767304245,EpsilonGreedy
3.0,4.65695707022096,EpsilonGreedy
3.0,4.213856687489249,EpsilonGreedy
3.0,5.170962740708273,EpsilonGreedy
3.0,3.2052316648341517,EpsilonGreedy
3.0,5.020927564370227,EpsilonGreedy
3.0,1.419478703889348,EpsilonGreedy
3.0,4.818421837696349,EpsilonGreedy
3.0,2.4773891018210596,EpsilonGreedy
3.0,4.28589307200853,EpsilonGreedy
3.0,2.59379460520885,EpsilonGreedy
3.0,5.272281211450869,EpsilonGreedy
3.0,4.26543205041197,EpsilonGreedy
3.0,2.6901881912629726,EpsilonGreedy
3.0,4.158283442689066,EpsilonGreedy
3.0,3.504861085407047,EpsilonGreedy
3.0,2.0758633174843073,EpsilonGreedy
3.0,3.508797270887569,EpsilonGreedy
3.0,5.393161270148878,EpsilonGreedy
3.0,3.0840287132990394,EpsilonGreedy
3.0,2.8877211739194912,EpsilonGreedy
3.0,2.0408070398783247,EpsilonGreedy
3.0,4.604885967325101,EpsilonGreedy
3.0,3.6719201446047145,EpsilonGreedy
3.0,4.7470166733401875,EpsilonGreedy
3.0,3.883767732038827,EpsilonGreedy
3.0,5.665642858765735,EpsilonGreedy
3.0,2.797332009866473,EpsilonGreedy
3.0,4.0210050243345545,EpsilonGreedy
3.0,4.603570662927739,EpsilonGreedy
3.0,3.4279293091237983,EpsilonGreedy
3.0,4.399129871115702,EpsilonGreedy
3.0,5.252925346097754,EpsilonGreedy
3.0,5.594806377529398,EpsilonGreedy
3.0,2.9085476332786935,EpsilonGreedy
3.0,4.417005571586301,EpsilonGreedy
3.0,5.574296501136231,EpsilonGreedy
3.0,4.963053776136409,EpsilonGreedy
3.0,2.362583934449118,EpsilonGreedy
3.0,3.818415081610211,EpsilonGreedy
3.0,4.912756479921233,EpsilonGreedy
3.0,3.7789592286922655,EpsilonGreedy
3.0,4.931913358702968,EpsilonGreedy
3.0,3.6231191772706857,EpsilonGreedy
3.0,3.2582509027076902,EpsilonGreedy
3.0,4.749811592978176,EpsilonGreedy
3.0,3.7598881370955173,EpsilonGreedy
3.0,3.775013377857832,EpsilonGreedy
3.0,3.837911058523924,EpsilonGreedy
3.0,3.784847443091724,EpsilonGreedy
3.0,3.861905880304597,EpsilonGreedy
3.0,4.795588409552927,EpsilonGreedy
3.0,3.3333375918216746,EpsilonGreedy
3.0,5.843410057081121,EpsilonGreedy
3.0,4.213435013820447,EpsilonGreedy
3.0,3.8166807367700133,EpsilonGreedy
3.0,1.7161260578709525,EpsilonGreedy
3.0,3.777993257249109,EpsilonGreedy
3.0,4.432374706316398,EpsilonGreedy
3.0,3.1323602066274208,EpsilonGreedy
3.0,3.7556411609616553,EpsilonGreedy
3.0,4.117468876609661,EpsilonGreedy
3.0,3.4858771149187757,EpsilonGreedy
3.0,5.72600584400068,EpsilonGreedy
3.0,3.3567555386988244,EpsilonGreedy
3.0,3.4367648177291645,EpsilonGreedy
3.0,2.259398271674782,EpsilonGreedy
3.0,6.077429063302112,EpsilonGreedy
3.0,4.125399312591152,EpsilonGreedy
3.0,2.7840757807082275,EpsilonGreedy
3.0,3.167907197600854,EpsilonGreedy
3.0,2.7636380618270886,EpsilonGreedy
3.0,3.654209630314996,EpsilonGreedy
3.0,2.9059700337928906,EpsilonGreedy
3.0,4.878461700076805,EpsilonGreedy
3.0,5.955883070269462,EpsilonGreedy
3.0,3.8840172108453133,EpsilonGreedy
3.0,4.632131816307103,EpsilonGreedy
3.0,6.021344852358709,EpsilonGreedy
3.0,5.084864432077293,EpsilonGreedy
3.0,3.494067622629972,EpsilonGreedy
3.0,2.933761419411248,EpsilonGreedy
3.0,5.380746577152885,EpsilonGreedy
3.0,4.500789736984189,EpsilonGreedy
3.0,3.641197351929309,EpsilonGreedy
3.0,2.1669300577620816,EpsilonGreedy
3.0,3.000315680925512,EpsilonGreedy
3.0,5.157335585597423,EpsilonGreedy
3.0,4.352887282334141,EpsilonGreedy
3.0,3.0030475568412,EpsilonGreedy
3.0,3.8844148763139237,EpsilonGreedy
3.0,4.880332003297437,EpsilonGreedy
3.0,2.8687818957181004,EpsilonGreedy
3.0,3.793722764796699,EpsilonGreedy
3.0,3.980252223432644,EpsilonGreedy
3.0,2.826060482361311,EpsilonGreedy
3.0,3.299964478893348,EpsilonGreedy
3.0,2.7109466234657025,EpsilonGreedy
3.0,4.260268281291531,EpsilonGreedy
3.0,2.110101364504228,EpsilonGreedy
3.0,3.783428716856988,EpsilonGreedy
3.0,4.45745922931453,EpsilonGreedy
3.0,2.9942858991025676,EpsilonGreedy
3.0,6.422295014853468,EpsilonGreedy
3.0,5.167716313835318,EpsilonGreedy
3.0,3.568336960872471,EpsilonGreedy
3.0,2.84275370414935,EpsilonGreedy
3.0,4.827565067817157,EpsilonGreedy
3.0,4.011960833261885,EpsilonGreedy
3.0,3.6548585148870507,EpsilonGreedy
3.0,3.371250735452756,EpsilonGreedy
3.0,4.1471785515327815,EpsilonGreedy
3.0,6.2975200140710355,EpsilonGreedy
3.0,2.5206604866078357,EpsilonGreedy
3.0,4.595695648678363,EpsilonGreedy
3.0,3.009586818641684,EpsilonGreedy
3.0,2.49801548506019,EpsilonGreedy
3.0,4.634565240598919,EpsilonGreedy
3.0,4.060496687978253,EpsilonGreedy
3.0,2.6733528522581294,EpsilonGreedy
3.0,4.789631506199205,EpsilonGreedy
3.0,5.167712070958238,EpsilonGreedy
3.0,3.0395136366319515,EpsilonGreedy
3.0,5.055535331285639,EpsilonGreedy
3.0,6.012840050911924,EpsilonGreedy
3.0,5.166691703287149,EpsilonGreedy
3.0,3.6138944171573417,EpsilonGreedy
3.0,3.0146698018743807,EpsilonGreedy
3.0,2.5266766391335205,EpsilonGreedy
3.0,4.772145749488363,EpsilonGreedy
3.0,3.6465601423420164,EpsilonGreedy
3.0,3.786831114874235,EpsilonGreedy
3.0,2.8586233273465593,EpsilonGreedy
3.0,4.358583360768945,EpsilonGreedy
3.0,3.730255663931615,EpsilonGreedy
3.0,4.087525161010278,EpsilonGreedy
3.0,3.850558256765527,EpsilonGreedy
3.0,3.2066426927127694,EpsilonGreedy
3.0,2.7668073510629423,EpsilonGreedy
3.0,3.7238500649392305,EpsilonGreedy
3.0,3.34818806180591,EpsilonGreedy
3.0,3.2313014209866004,EpsilonGreedy
3.0,3.6625965751428,EpsilonGreedy
3.0,3.983936380221759,EpsilonGreedy
3.0,3.4868193045769362,EpsilonGreedy
3.0,4.006442656037637,EpsilonGreedy
3.0,3.8338854576585835,EpsilonGreedy
3.0,4.853317366559618,EpsilonGreedy
3.0,3.835396094488655,EpsilonGreedy
3.0,5.700210714641236,EpsilonGreedy
3.0,5.552113634069722,EpsilonGreedy
3.0,3.6209191658875994,EpsilonGreedy
3.0,4.41193630733847,EpsilonGreedy
3.0,5.12745164577739,EpsilonGreedy
3.0,3.31758631863513,EpsilonGreedy
3.0,5.122237307688045,EpsilonGreedy
3.0,5.102895209295726,EpsilonGreedy
3.0,4.569023270707478,EpsilonGreedy
3.0,3.434481114180072,EpsilonGreedy
3.0,4.731582223532614,EpsilonGreedy
3.0,3.987259812668447,EpsilonGreedy
3.0,5.4634886653236014,EpsilonGreedy
3.0,1.821798813675798,EpsilonGreedy
3.0,5.323604831915969,EpsilonGreedy
3.0,4.560902360145038,EpsilonGreedy
3.0,5.79415067949793,EpsilonGreedy
3.0,3.7841759432087803,EpsilonGreedy
3.0,3.987497621490274,EpsilonGreedy
3.0,3.5424496635213716,EpsilonGreedy
3.0,5.566197054550004,EpsilonGreedy
3.0,4.845845697473669,EpsilonGreedy
3.0,4.614762762710612,EpsilonGreedy
3.0,4.659713842208789,EpsilonGreedy
3.0,2.923628059448218,EpsilonGreedy
3.0,3.10122136548292,EpsilonGreedy
3.0,4.738922271966307,EpsilonGreedy
3.0,1.902429413213052,EpsilonGreedy
3.0,3.0998246846301223,EpsilonGreedy
3.0,5.548739237219135,EpsilonGreedy
3.0,3.264418907704389,EpsilonGreedy
3.0,3.178903525189155,EpsilonGreedy
3.0,4.775794506400672,EpsilonGreedy
3.0,3.620882641660234,EpsilonGreedy
3.0,4.077537857263756,EpsilonGreedy
3.0,3.6185348055646287,EpsilonGreedy
3.0,2.732407160496169,EpsilonGreedy
3.0,4.050310526923106,EpsilonGreedy
3.0,3.3635995621359083,EpsilonGreedy
3.0,3.4320028982876916,EpsilonGreedy
3.0,4.324951705703162,EpsilonGreedy
3.0,1.980699636955094,EpsilonGreedy
3.0,2.8454767153910145,EpsilonGreedy
3.0,4.148962200235156,EpsilonGreedy
3.0,3.2257872482219745,EpsilonGreedy
3.0,3.34572682840512,EpsilonGreedy
3.0,4.678643409556076,EpsilonGreedy
3.0,4.444017927917833,EpsilonGreedy
3.0,2.610456155865032,EpsilonGreedy
3.0,3.9268577707019015,EpsilonGreedy
3.0,4.441430154004922,EpsilonGreedy
3.0,1.5095109418819836,EpsilonGreedy
3.0,3.9913491385113167,EpsilonGreedy
3.0,3.273732609379387,EpsilonGreedy
3.0,3.780604714004815,EpsilonGreedy
3.0,5.152551076478733,EpsilonGreedy
3.0,2.62163883428701,EpsilonGreedy
3.0,3.7249893808896313,EpsilonGreedy
3.0,3.5237769240541184,EpsilonGreedy
3.0,3.360911200867245,EpsilonGreedy
3.0,4.36566396747985,EpsilonGreedy
3.0,2.352189486676818,EpsilonGreedy
3.0,3.129434245070104,EpsilonGreedy
3.0,3.713691558568779,EpsilonGreedy
3.0,3.771959248785948,EpsilonGreedy
3.0,4.483068717949448,EpsilonGreedy
3.0,4.02160535422627,EpsilonGreedy
3.0,2.8918189527131735,EpsilonGreedy
3.0,3.521924035305904,EpsilonGreedy
3.0,4.283048049001513,EpsilonGreedy
3.0,3.377911936514687,EpsilonGreedy
3.0,2.8541413115047645,EpsilonGreedy
3.0,4.7603193028192425,EpsilonGreedy
3.0,3.152948692477332,EpsilonGreedy
3.0,2.891315827303665,EpsilonGreedy
3.0,5.1096112772189395,EpsilonGreedy
3.0,6.517470990459163,EpsilonGreedy
3.0,3.071362217690096,EpsilonGreedy
3.0,4.265655919779238,EpsilonGreedy
3.0,5.902353768263407,EpsilonGreedy
3.0,6.221557978588665,EpsilonGreedy
3.0,2.324455168686701,EpsilonGreedy
3.0,4.0300755765036955,EpsilonGreedy
3.0,5.097543694169222,EpsilonGreedy
3.0,4.205479297208443,EpsilonGreedy
3.0,3.3822732227713677,EpsilonGreedy
3.0,4.33617752623839,EpsilonGreedy
3.0,7.2710888914858325,EpsilonGreedy
3.0,3.541958833399992,EpsilonGreedy
3.0,4.662576115671705,EpsilonGreedy
3.0,4.4268083440659,EpsilonGreedy
3.0,4.736016335110284,EpsilonGreedy
3.0,3.957694435201628,EpsilonGreedy
3.0,2.9999599674021926,EpsilonGreedy
3.0,2.3757991806280034,EpsilonGreedy
3.0,0.518598643839149,EpsilonGreedy
3.0,2.9200600153840552,EpsilonGreedy
3.0,3.4224288124815736,EpsilonGreedy
3.0,3.318291364649117,EpsilonGreedy
3.0,4.738087663747752,EpsilonGreedy
3.0,4.774673321947071,EpsilonGreedy
3.0,4.73270810360728,EpsilonGreedy
3.0,4.106628372756605,EpsilonGreedy
3.0,4.937012732339571,EpsilonGreedy
3.0,2.758477832884945,EpsilonGreedy
3.0,3.8866255430388184,EpsilonGreedy
3.0,5.213984915723167,EpsilonGreedy
3.0,3.0753081093445367,EpsilonGreedy
3.0,2.909931182293116,EpsilonGreedy
3.0,3.229896144594318,EpsilonGreedy
3.0,2.3910727689662554,EpsilonGreedy
3.0,3.5177382391908183,EpsilonGreedy
3.0,4.332211703178511,EpsilonGreedy
3.0,4.81632750913152,EpsilonGreedy
3.0,3.6821864034641463,EpsilonGreedy
3.0,4.107375864442667,EpsilonGreedy
3.0,3.5703768813672823,EpsilonGreedy
3.0,3.983788277167637,EpsilonGreedy
3.0,3.4278190908390123,EpsilonGreedy
3.0,3.7823942212995014,EpsilonGreedy
3.0,3.595725273217533,EpsilonGreedy
3.0,4.403539795522648,EpsilonGreedy
3.0,3.1718704673565825,EpsilonGreedy
3.0,3.6189447665037604,EpsilonGreedy
3.0,3.0029271992447963,EpsilonGreedy
3.0,3.898762771862214,EpsilonGreedy
3.0,2.8846056436793113,EpsilonGreedy
3.0,4.912279311357149,EpsilonGreedy
3.0,3.5212998913845848,EpsilonGreedy
3.0,5.44212630447658,EpsilonGreedy
3.0,4.934091708786538,EpsilonGreedy
3.0,4.139909396628052,EpsilonGreedy
3.0,4.1759447349541805,EpsilonGreedy
3.0,3.377674282256536,EpsilonGreedy
3.0,2.356171619581847,EpsilonGreedy
3.0,4.889291708991955,EpsilonGreedy
3.0,4.614428140443485,EpsilonGreedy
3.0,4.739648806328069,EpsilonGreedy
3.0,5.664985096166803,EpsilonGreedy
3.0,5.876665791448678,EpsilonGreedy
3.0,4.157043729250272,EpsilonGreedy
3.0,4.945638268943409,EpsilonGreedy
3.0,3.565919028789639,EpsilonGreedy
3.0,4.376091092585153,EpsilonGreedy
3.0,5.505092324440705,EpsilonGreedy
3.0,2.8191980086187987,EpsilonGreedy
3.0,4.98500689551808,EpsilonGreedy
3.0,4.929172348328599,EpsilonGreedy
3.0,4.057812559181317,EpsilonGreedy
3.0,3.631992910123759,EpsilonGreedy
3.0,4.675167310284013,EpsilonGreedy
3.0,3.5143416560946337,EpsilonGreedy
3.0,4.143583157595505,EpsilonGreedy
3.0,3.8142382941461945,EpsilonGreedy
3.0,5.18518944409685,EpsilonGreedy
3.0,3.7586190498590346,EpsilonGreedy
3.0,6.883134108277357,EpsilonGreedy
3.0,2.257507974537445,EpsilonGreedy
3.0,3.3354505445959983,EpsilonGreedy
3.0,3.8655670209685353,EpsilonGreedy
3.0,2.567979155372128,EpsilonGreedy
3.0,3.6566452425174627,EpsilonGreedy
3.0,3.071437897961514,EpsilonGreedy
3.0,4.7050292643751765,EpsilonGreedy
3.0,5.677991183466977,EpsilonGreedy
3.0,4.6782382328288605,EpsilonGreedy
3.0,3.963065768595771,EpsilonGreedy
3.0,3.7558482682113805,EpsilonGreedy
3.0,3.1534555068044634,EpsilonGreedy
3.0,3.066154214413589,EpsilonGreedy
3.0,2.0592442068352543,EpsilonGreedy
3.0,4.6245508257828885,EpsilonGreedy
3.0,4.416190210877254,EpsilonGreedy
3.0,4.86835448076618,EpsilonGreedy
3.0,2.828513795484461,EpsilonGreedy
3.0,5.518396793341477,EpsilonGreedy
3.0,4.018304921590704,EpsilonGreedy
3.0,4.256310949044156,EpsilonGreedy
3.0,3.339945543353628,EpsilonGreedy
3.0,3.9803208239807004,EpsilonGreedy
3.0,3.3940216239112786,EpsilonGreedy
3.0,3.6552807654618578,EpsilonGreedy
3.0,2.0963806398795066,EpsilonGreedy
3.0,4.470285675345041,EpsilonGreedy
3.0,4.841520763835591,EpsilonGreedy
3.0,5.672318700340447,EpsilonGreedy
3.0,4.04401131210389,EpsilonGreedy
3.0,5.1553871334364345,EpsilonGreedy
3.0,5.211217987881449,EpsilonGreedy
3.0,2.9696796841277706,EpsilonGreedy
3.0,5.076601081302147,EpsilonGreedy
3.0,5.881669216508257,EpsilonGreedy
3.0,4.656443160299359,EpsilonGreedy
3.0,3.677399827304271,EpsilonGreedy
3.0,3.1711466224428744,EpsilonGreedy
3.0,4.560360234525519,EpsilonGreedy
3.0,4.261317518703094,EpsilonGreedy
3.0,4.3170792245929075,EpsilonGreedy
3.0,3.171530909600554,EpsilonGreedy
3.0,4.258131044179315,EpsilonGreedy
3.0,4.097412345081351,EpsilonGreedy
3.0,4.20780885924829,EpsilonGreedy
3.0,2.0819638888914893,EpsilonGreedy
3.0,4.368407246052838,EpsilonGreedy
3.0,4.036500516910349,EpsilonGreedy
3.0,4.13715649257847,EpsilonGreedy
3.0,4.062603914324102,EpsilonGreedy
3.0,1.8943254817166686,EpsilonGreedy
3.0,4.480126598291003,EpsilonGreedy
3.0,4.668575376778528,EpsilonGreedy
3.0,4.623798422832953,EpsilonGreedy
3.0,5.308357427260954,EpsilonGreedy
3.0,4.210379728308521,EpsilonGreedy
3.0,4.3910054984584415,EpsilonGreedy
3.0,4.373345143912523,EpsilonGreedy
3.0,4.026376189050475,EpsilonGreedy
3.0,4.483760975834434,EpsilonGreedy
3.0,2.9984691159235224,EpsilonGreedy
3.0,4.081973914596837,EpsilonGreedy
3.0,2.9698750502882794,EpsilonGreedy
3.0,2.762134088560938,EpsilonGreedy
3.0,4.421056377541989,EpsilonGreedy
3.0,4.395659307129938,EpsilonGreedy
3.0,6.915596739306773,EpsilonGreedy
3.0,4.325395472697686,EpsilonGreedy
3.0,4.219374305719684,EpsilonGreedy
3.0,4.907892914383229,EpsilonGreedy
3.0,5.227432393527272,EpsilonGreedy
3.0,3.7037807503636486,EpsilonGreedy
3.0,4.362454116932008,EpsilonGreedy
3.0,4.40458213496045,EpsilonGreedy
3.0,4.74757872675025,EpsilonGreedy
3.0,4.589793649714341,EpsilonGreedy
3.0,3.517323612150002,EpsilonGreedy
3.0,6.00245166137778,EpsilonGreedy
3.0,4.046106315719271,EpsilonGreedy
3.0,3.9772542945805527,EpsilonGreedy
3.0,4.5681836094472175,EpsilonGreedy
3.0,6.710955983237497,EpsilonGreedy
3.0,4.700173562165066,EpsilonGreedy
3.0,3.3839938178639564,EpsilonGreedy
3.0,3.0475911551286874,EpsilonGreedy
3.0,5.277348723145078,EpsilonGreedy
3.0,2.2207059325011125,EpsilonGreedy
3.0,3.01080987398875,EpsilonGreedy
3.0,3.027895137464753,EpsilonGreedy
3.0,3.805039884673985,EpsilonGreedy
3.0,3.530536068502977,EpsilonGreedy
3.0,3.5879226249812044,EpsilonGreedy
3.0,2.2506100848419344,EpsilonGreedy
3.0,4.372663628540627,EpsilonGreedy
3.0,2.7424970061327327,EpsilonGreedy
3.0,4.841280250243353,EpsilonGreedy
3.0,3.6282028726070776,EpsilonGreedy
3.0,4.154012402970973,EpsilonGreedy
3.0,3.717953205622347,EpsilonGreedy
3.0,3.2949555076480896,EpsilonGreedy
3.0,4.038432733687716,EpsilonGreedy
3.0,4.22087913674572,EpsilonGreedy
3.0,3.879857016279397,EpsilonGreedy
3.0,5.71047250516667,EpsilonGreedy
3.0,4.86649963204938,EpsilonGreedy
3.0,4.621879667329523,EpsilonGreedy
3.0,5.46055864117985,EpsilonGreedy
3.0,4.8199708520261435,EpsilonGreedy
3.0,4.381079920360203,EpsilonGreedy
3.0,4.574051350798483,EpsilonGreedy
3.0,5.5419832201549095,EpsilonGreedy
3.0,2.678757075338382,EpsilonGreedy
3.0,5.157678225381044,EpsilonGreedy
3.0,4.543696900761845,EpsilonGreedy
3.0,3.6313023945162266,EpsilonGreedy
3.0,4.1408526638747345,EpsilonGreedy
3.0,4.589637444535955,EpsilonGreedy
3.0,2.2760513876683626,EpsilonGreedy
3.0,3.916688136228482,EpsilonGreedy
3.0,2.1332903442848927,EpsilonGreedy
3.0,4.812526990225302,EpsilonGreedy
3.0,5.5858087138486905,EpsilonGreedy
3.0,3.5446779270159556,EpsilonGreedy
3.0,4.9260898708899825,EpsilonGreedy
3.0,4.395047519652944,EpsilonGreedy
3.0,5.243455814220372,EpsilonGreedy
3.0,3.081294172682398,EpsilonGreedy
3.0,5.250137327127521,EpsilonGreedy
3.0,5.423863534757041,EpsilonGreedy
3.0,3.7278338190793834,EpsilonGreedy
3.0,3.8282987374854747,EpsilonGreedy
3.0,3.4618646854919186,EpsilonGreedy
3.0,4.00045352986155,EpsilonGreedy
3.0,4.213131187286774,EpsilonGreedy
3.0,5.38001232963313,EpsilonGreedy
3.0,5.840282108881541,EpsilonGreedy
3.0,3.9760647398181623,EpsilonGreedy
3.0,4.529456979650884,EpsilonGreedy
3.0,4.383483594740031,EpsilonGreedy
3.0,4.176172341899671,EpsilonGreedy
3.0,3.098976470983297,EpsilonGreedy
3.0,4.4930358617550255,EpsilonGreedy
3.0,4.658940871307742,EpsilonGreedy
3.0,4.954584438716465,EpsilonGreedy
3.0,3.212318460791651,EpsilonGreedy
3.0,5.672045455581903,EpsilonGreedy
3.0,2.8995302839068247,EpsilonGreedy
3.0,3.4553048746232093,EpsilonGreedy
3.0,2.9909623209448295,EpsilonGreedy
3.0,3.9953310092131735,EpsilonGreedy
3.0,6.096004252027573,EpsilonGreedy
3.0,3.6213013902487954,EpsilonGreedy
3.0,4.514477864695266,EpsilonGreedy
3.0,4.567950210367424,EpsilonGreedy
3.0,4.130328850037525,EpsilonGreedy
3.0,5.217397037585921,EpsilonGreedy
3.0,4.839020400817396,EpsilonGreedy
3.0,4.758497857164804,EpsilonGreedy
3.0,3.363804665851127,EpsilonGreedy
3.0,4.891889009561401,EpsilonGreedy
3.0,3.387028757395022,EpsilonGreedy
3.0,3.158641942336561,EpsilonGreedy
3.0,3.686734409475677,EpsilonGreedy
3.0,4.785483894590099,EpsilonGreedy
3.0,4.215809026382312,EpsilonGreedy
3.0,4.018304808725884,EpsilonGreedy
3.0,3.7990322628065805,EpsilonGreedy
3.0,4.501893418097019,EpsilonGreedy
3.0,4.249693254087803,EpsilonGreedy
3.0,5.426459781141743,EpsilonGreedy
3.0,6.615043958712822,EpsilonGreedy
3.0,3.6380285356854833,EpsilonGreedy
3.0,3.9962831795446654,EpsilonGreedy
3.0,4.21277559770832,EpsilonGreedy
3.0,3.172559725021989,EpsilonGreedy
3.0,4.933667749525697,EpsilonGreedy
3.0,3.8875296689988548,EpsilonGreedy
3.0,4.376010483027077,EpsilonGreedy
3.0,5.772013443955479,EpsilonGreedy
3.0,4.505957632950469,EpsilonGreedy
3.0,3.5706700961010474,EpsilonGreedy
3.0,5.236365760005528,EpsilonGreedy
3.0,5.413497712816737,EpsilonGreedy
3.0,2.5990073897079986,EpsilonGreedy
3.0,4.424639758808912,EpsilonGreedy
3.0,5.608974515143101,EpsilonGreedy
3.0,4.282687719130422,EpsilonGreedy
3.0,4.301451441720533,EpsilonGreedy
3.0,3.46776094901449,EpsilonGreedy
3.0,5.341676490355646,EpsilonGreedy
3.0,4.412146993772384,EpsilonGreedy
3.0,3.687455007859607,EpsilonGreedy
3.0,4.708438199204696,EpsilonGreedy
3.0,5.5758792626905445,EpsilonGreedy
3.0,4.250032877874241,EpsilonGreedy
3.0,4.491332620748234,EpsilonGreedy
3.0,4.259593658045401,EpsilonGreedy
3.0,3.959673682270646,EpsilonGreedy
3.0,3.947107294931639,EpsilonGreedy
3.0,3.274446665580601,EpsilonGreedy
3.0,3.3287077772671467,EpsilonGreedy
3.0,1.141844943542338,EpsilonGreedy
3.0,4.333268827168603,EpsilonGreedy
3.0,3.7326110772824435,EpsilonGreedy
3.0,3.701866302268493,EpsilonGreedy
3.0,4.320641132736351,EpsilonGreedy
3.0,4.154911256261,EpsilonGreedy
3.0,3.9362811337744428,EpsilonGreedy
3.0,3.132389471292646,EpsilonGreedy
3.0,1.6601961495090558,EpsilonGreedy
3.0,5.4978652093263225,EpsilonGreedy
3.0,4.498666032354368,EpsilonGreedy
3.0,2.2518604649454232,EpsilonGreedy
3.0,3.679504844183297,EpsilonGreedy
3.0,4.964331023859652,EpsilonGreedy
3.0,4.028703883195369,EpsilonGreedy
3.0,4.694260758983393,EpsilonGreedy
3.0,3.4825528751138703,EpsilonGreedy
3.0,5.246970441214863,EpsilonGreedy
3.0,5.01680633526191,EpsilonGreedy
3.0,4.863868824904978,EpsilonGreedy
3.0,3.921566080900879,EpsilonGreedy
3.0,3.9552172629283264,EpsilonGreedy
3.0,3.337648309942331,EpsilonGreedy
3.0,4.260428473432362,EpsilonGreedy
3.0,4.869154613114267,EpsilonGreedy
3.0,4.9676684592439315,EpsilonGreedy
3.0,4.536336565074406,EpsilonGreedy
3.0,3.5884661973438163,EpsilonGreedy
3.0,4.1513272082795485,EpsilonGreedy
3.0,3.267770920310602,EpsilonGreedy
3.0,4.420256825880597,EpsilonGreedy
3.0,4.089266395448583,EpsilonGreedy
3.0,4.703094191381489,EpsilonGreedy
3.0,4.133664912097158,EpsilonGreedy
3.0,3.656159175787298,EpsilonGreedy
3.0,3.5731363422805753,EpsilonGreedy
3.0,5.622850422499014,EpsilonGreedy
3.0,4.015059175198524,EpsilonGreedy
3.0,5.924564492929404,EpsilonGreedy
3.0,4.502206544521537,EpsilonGreedy
3.0,4.965236413954013,EpsilonGreedy
3.0,4.3146914733212585,EpsilonGreedy
3.0,3.4083369178073486,EpsilonGreedy
3.0,4.493382992783009,EpsilonGreedy
3.0,3.5518970201492457,EpsilonGreedy
3.0,3.537483524448681,EpsilonGreedy
3.0,5.133099029001148,EpsilonGreedy
3.0,3.9192897053689943,EpsilonGreedy
3.0,7.0352487459663715,EpsilonGreedy
3.0,4.796435937115036,EpsilonGreedy
3.0,4.459404662463604,EpsilonGreedy
3.0,3.441778626276397,EpsilonGreedy
3.0,3.7254942067388557,EpsilonGreedy
3.0,4.188893937386181,EpsilonGreedy
3.0,3.249953067113034,EpsilonGreedy
3.0,5.598824353596452,EpsilonGreedy
3.0,3.6440670151474825,EpsilonGreedy
3.0,3.5328279958603357,EpsilonGreedy
3.0,2.0276511589995954,EpsilonGreedy
3.0,4.569148372362875,EpsilonGreedy
3.0,2.5545670865034635,EpsilonGreedy
3.0,3.883457188759879,EpsilonGreedy
3.0,3.0970652407313706,EpsilonGreedy
3.0,5.066512536952038,EpsilonGreedy
3.0,4.613975077027331,EpsilonGreedy
3.0,2.9954324553255347,EpsilonGreedy
3.0,5.534857396899958,EpsilonGreedy
3.0,2.45497903423892,EpsilonGreedy
3.0,5.1763298153798,EpsilonGreedy
3.0,2.7320007274120117,EpsilonGreedy
3.0,3.560406247960823,EpsilonGreedy
3.0,4.115246660676966,EpsilonGreedy
3.0,4.865404517309699,EpsilonGreedy
3.0,4.122779245560082,EpsilonGreedy
3.0,4.502794418217782,EpsilonGreedy
3.0,3.613683555757678,EpsilonGreedy
3.0,5.496574289757809,EpsilonGreedy
3.0,2.831785720463443,EpsilonGreedy
3.0,3.05506412702856,EpsilonGreedy
3.0,1.8324337730357776,EpsilonGreedy
3.0,3.2879984107901166,EpsilonGreedy
3.0,4.7050898992938555,EpsilonGreedy
3.0,2.931619378515223,EpsilonGreedy
3.0,2.8124938314690193,EpsilonGreedy
3.0,4.288488427599464,EpsilonGreedy
3.0,4.253359017413769,EpsilonGreedy
3.0,4.836243049574525,EpsilonGreedy
3.0,2.676320953550606,EpsilonGreedy
3.0,4.604924009468876,EpsilonGreedy
3.0,3.906530241246253,EpsilonGreedy
3.0,4.3102613359080255,EpsilonGreedy
3.0,4.904654595305789,EpsilonGreedy
3.0,3.504676844271993,EpsilonGreedy
3.0,3.139070719856287,EpsilonGreedy
3.0,2.8664379911475786,EpsilonGreedy
3.0,3.8865232098290563,EpsilonGreedy
3.0,5.454913070609795,EpsilonGreedy
